doc_id,Question,Answer,source_file,medical_category,complexity,question_length,answer_length
283,What are the genetic changes related to progressive familial heart block ?,"Mutations in the SCN5A and TRPM4 genes cause most cases of progressive familial heart block types IA and IB, respectively. The proteins produced from these genes are channels that allow positively charged atoms (cations) into and out of cells. Both channels are abundant in heart (cardiac) cells and play key roles in these cells' ability to generate and transmit electrical signals. These channels play a major role in signaling the start of each heartbeat, coordinating the contractions of the atria and ventricles, and maintaining a normal heart rhythm. The SCN5A and TRPM4 gene mutations that cause progressive familial heart block alter the normal function of the channels. As a result of these channel alterations, cardiac cells have difficulty producing and transmitting the electrical signals that are necessary to coordinate normal heartbeats, leading to heart block. Death of these impaired cardiac cells over time can lead to fibrosis, worsening the heart block. Mutations in other genes, some of which are unknown, account for the remaining cases of progressive familial heart block.",growth_hormone_receptorQA,Endocrinology,Very Complex,74,1095
284,What is (are) Pelizaeus-Merzbacher disease ?,"Pelizaeus-Merzbacher disease is an inherited condition involving the brain and spinal cord (central nervous system). This disease is one of a group of genetic disorders called leukodystrophies. Leukodystrophies are characterized by degeneration of myelin, which is the covering that protects nerves and promotes the efficient transmission of nerve impulses. Pelizaeus-Merzbacher disease is caused by an inability to form myelin (dysmyelination). As a result, individuals with this condition have impaired intellectual functions, such as language and memory, and delayed motor skills, such as coordination and walking. Typically, motor skills are more severely affected than intellectual function; motor skills development tends to occur more slowly and usually stops in a person's teens, followed by gradual deterioration. Pelizaeus-Merzbacher disease is divided into classic and connatal types. Although these two types differ in severity, their features can overlap. Classic Pelizaeus-Merzbacher disease is the more common type. Within the first year of life, those affected with classic Pelizaeus-Merzbacher disease typically experience weak muscle tone (hypotonia), involuntary movements of the eyes (nystagmus), and delayed development of motor skills such as crawling or walking. As the child gets older, nystagmus usually stops but other movement disorders develop, including muscle stiffness (spasticity), problems with movement and balance (ataxia), and involuntary jerking (choreiform movements). Connatal Pelizaeus-Merzbacher disease is the more severe of the two types. Symptoms can begin in infancy and include problems feeding, a whistling sound when breathing, progressive spasticity leading to joint deformities (contractures) that restrict movement, speech difficulties (dysarthria), ataxia, and seizures. Those affected with connatal Pelizaeus-Merzbacher disease show little development of motor skills and intellectual function.",growth_hormone_receptorQA,Endocrinology,Very Complex,44,1947
285,How many people are affected by GLUT1 deficiency syndrome ?,"GLUT1 deficiency syndrome is a rare disorder. Approximately 500 cases have been reported worldwide since the disorder was first identified in 1991. In Australia, the prevalence of the disorder has been estimated at 1 in 90,000 people. However, researchers suggest that the disorder may be underdiagnosed, because many neurological disorders can cause similar symptoms.",growth_hormone_receptorQA,Endocrinology,Moderate,59,368
286,Is Miller syndrome inherited ?,"This condition is inherited in an autosomal recessive pattern, which means both copies of the gene in each cell have mutations. The parents of an individual with an autosomal recessive condition each carry one copy of the mutated gene, but they typically do not show signs and symptoms of the condition.",growth_hormone_receptorQA,Endocrinology,Moderate,30,303
287,What are the genetic changes related to laryngo-onycho-cutaneous syndrome ?,"LOC syndrome is caused by mutations in the LAMA3 gene, which provides instructions for making one part (subunit) of a protein called laminin 332. This protein is made up of three subunits, called alpha, beta, and gamma. The LAMA3 gene carries instructions for the alpha subunit; the beta and gamma subunits are produced from other genes. The laminin 332 protein plays an important role in strengthening and stabilizing the skin by helping to attach the top layer of skin (the epidermis) to underlying layers. Studies suggest that laminin 332 is also involved in wound healing. Additionally, researchers have proposed roles for laminin 332 in the clear outer covering of the eye (the cornea) and in the development of tooth enamel. The mutations involved in LOC syndrome alter the structure of one version of the alpha subunit of laminin 332 (called alpha-3a). Laminins made with the altered subunit cannot effectively attach the epidermis to underlying layers of skin or regulate wound healing. These abnormalities of laminin 332 cause the cutaneous erosions and overgrowth of granulation tissue that are characteristic of LOC syndrome. The inability of laminin 332 to perform its other functions leads to the nail and tooth abnormalities that occur in this condition.",growth_hormone_receptorQA,Endocrinology,Very Complex,75,1268
288,What are the treatments for familial acute myeloid leukemia with mutated CEBPA ?,These resources address the diagnosis or management of familial acute myeloid leukemia with mutated CEBPA: - Fred Hutchison Cancer Research Center - Gene Review: Gene Review: CEBPA-Associated Familial Acute Myeloid Leukemia (AML) - Genetic Testing Registry: Acute myeloid leukemia - MedlinePlus Encyclopedia: Bone Marrow Biopsy - MedlinePlus Encyclopedia: Bone Marrow Transplant - National Cancer Institute: Acute Myeloid Leukemia Treatment - St. Jude Children's Research Hospital These resources from MedlinePlus offer information about the diagnosis and management of various health conditions: - Diagnostic Tests - Drug Therapy - Surgery and Rehabilitation - Genetic Counseling - Palliative Care,growth_hormone_receptorQA,Endocrinology,Complex,80,698
289,Is idiopathic pulmonary fibrosis inherited ?,"Most cases of idiopathic pulmonary fibrosis are sporadic; they occur in people with no history of the disorder in their family. Familial pulmonary fibrosis appears to have an autosomal dominant pattern of inheritance. Autosomal dominant inheritance means one copy of an altered gene in each cell is sufficient to cause the disorder. However, some people who inherit the altered gene never develop features of familial pulmonary fibrosis. (This situation is known as reduced penetrance.) It is unclear why some people with a mutated gene develop the disease and other people with the mutated gene do not.",growth_hormone_receptorQA,Endocrinology,Complex,44,603
290,What are the treatments for sepiapterin reductase deficiency ?,These resources address the diagnosis or management of sepiapterin reductase deficiency: - Gene Review: Gene Review: Sepiapterin Reductase Deficiency - Genetic Testing Registry: Sepiapterin reductase deficiency These resources from MedlinePlus offer information about the diagnosis and management of various health conditions: - Diagnostic Tests - Drug Therapy - Surgery and Rehabilitation - Genetic Counseling - Palliative Care,growth_hormone_receptorQA,Endocrinology,Moderate,62,428
291,Is benign chronic pemphigus inherited ?,"This condition is inherited in an autosomal dominant pattern, which means one copy of the altered gene in each cell is sufficient to cause the disorder.",growth_hormone_receptorQA,Endocrinology,Simple,39,152
292,What is (are) dermatofibrosarcoma protuberans ?,"Dermatofibrosarcoma protuberans is a rare type of cancer that causes a tumor in the deep layers of skin. This condition is a type of soft tissue sarcoma, which are cancers that affect skin, fat, muscle, and similar tissues. In dermatofibrosarcoma protuberans, the tumor most often starts as a small, firm patch of skin, usually 1 to 5 centimeters in diameter, that is usually purplish, reddish, or flesh-colored. The tumor typically grows slowly and can become a raised nodule. Occasionally, the tumor begins as a flat or depressed patch of skin (plaque). Tumors are most commonly found on the torso and can also be found on the arms, legs, head, or neck. Affected individuals usually first show signs of this condition in their thirties, but the age at which a tumor appears varies widely. In dermatofibrosarcoma protuberans, the tumor has a tendency to return after being removed. However, it does not often spread to other parts of the body (metastasize). There are several variants of dermatofibrosarcoma protuberans in which different cell types are involved in the tumor. Bednar tumors, often called pigmented dermatofibrosarcoma protuberans, contain dark-colored (pigmented) cells called melanin-containing dendritic cells. Myxoid dermatofibrosarcoma protuberans tumors contain an abnormal type of connective tissue known as myxoid stroma. Giant cell fibroblastoma, which is sometimes referred to as juvenile dermatofibrosarcoma protuberans because it typically affects children and adolescents, is characterized by giant cells in the tumor. Rarely, the tumors involved in the different types of dermatofibrosarcoma protuberans can have regions that look similar to fibrosarcoma, a more aggressive type of soft tissue sarcoma. In these cases, the condition is called fibrosarcomatous dermatofibrosarcoma protuberans or FS-DFSP. FS-DFSP tumors are more likely to metastasize than tumors in the other types of dermatofibrosarcoma protuberans.",growth_hormone_receptorQA,Endocrinology,Very Complex,47,1947
293,What is (are) ichthyosis with confetti ?,"Ichthyosis with confetti is a disorder of the skin. Individuals with this condition are born with red, scaly skin all over the body, which can be itchy in some people. In childhood or adolescence, hundreds to thousands of small patches of normal skin appear, usually on the torso. The numerous pale spots surrounded by red skin look like confetti, giving the condition its name. The patches of normal skin increase in number and size over time. In addition to red, scaly skin, people with ichthyosis with confetti typically have abnormally thick skin on the palms of the hands and soles of the feet (palmoplantar keratoderma). Many affected individuals have excess hair (hirsutism) on some parts of the body, particularly on the arms and legs. Because of their skin abnormalities, people with ichthyosis with confetti are at increased risk of developing skin infections.",growth_hormone_receptorQA,Endocrinology,Complex,40,870
294,How many people are affected by neonatal onset multisystem inflammatory disease ?,NOMID is a very rare disorder; approximately 100 affected individuals have been reported worldwide.,growth_hormone_receptorQA,Endocrinology,Simple,81,99
295,How many people are affected by homocystinuria ?,"The most common form of homocystinuria affects at least 1 in 200,000 to 335,000 people worldwide. The disorder appears to be more common in some countries, such as Ireland (1 in 65,000), Germany (1 in 17,800), Norway (1 in 6,400), and Qatar (1 in 1,800). The rarer forms of homocystinuria each have a small number of cases reported in the scientific literature.",growth_hormone_receptorQA,Endocrinology,Moderate,48,361
296,How many people are affected by Crigler-Najjar syndrome ?,Crigler-Najjar syndrome is estimated to affect fewer than 1 in 1 million newborns worldwide.,growth_hormone_receptorQA,Endocrinology,Simple,57,92
297,How many people are affected by hypercholesterolemia ?,"More than 34 million American adults have elevated blood cholesterol levels (higher than 240 mg/dL). Inherited forms of hypercholesterolemia, which cause even higher levels of cholesterol, occur less frequently. The most common inherited form of high cholesterol is called familial hypercholesterolemia. This condition affects about 1 in 500 people in most countries. Familial hypercholesterolemia occurs more frequently in certain populations, including Afrikaners in South Africa, French Canadians, Lebanese, and Finns.",growth_hormone_receptorQA,Endocrinology,Complex,54,521
298,How many people are affected by congenital stromal corneal dystrophy ?,Congenital stromal corneal dystrophy is probably very rare; only a few affected families have been reported in the medical literature.,growth_hormone_receptorQA,Endocrinology,Simple,70,134
299,What is (are) hemophilia ?,"Hemophilia is a bleeding disorder that slows the blood clotting process. People with this condition experience prolonged bleeding or oozing following an injury, surgery, or having a tooth pulled. In severe cases of hemophilia, continuous bleeding occurs after minor trauma or even in the absence of injury (spontaneous bleeding). Serious complications can result from bleeding into the joints, muscles, brain, or other internal organs. Milder forms of hemophilia do not necessarily involve spontaneous bleeding, and the condition may not become apparent until abnormal bleeding occurs following surgery or a serious injury. The major types of this condition are hemophilia A (also known as classic hemophilia or factor VIII deficiency) and hemophilia B (also known as Christmas disease or factor IX deficiency). Although the two types have very similar signs and symptoms, they are caused by mutations in different genes. People with an unusual form of hemophilia B, known as hemophilia B Leyden, experience episodes of excessive bleeding in childhood but have few bleeding problems after puberty.",growth_hormone_receptorQA,Endocrinology,Very Complex,26,1097
300,"What are the treatments for Ohdo syndrome, Say-Barber-Biesecker-Young-Simpson variant ?","These resources address the diagnosis or management of Ohdo syndrome, SBBYS variant: - Gene Review: Gene Review: KAT6B-Related Disorders - Genetic Testing Registry: Young Simpson syndrome These resources from MedlinePlus offer information about the diagnosis and management of various health conditions: - Diagnostic Tests - Drug Therapy - Surgery and Rehabilitation - Genetic Counseling - Palliative Care",growth_hormone_receptorQA,Endocrinology,Moderate,87,405
301,How many people are affected by Wilson disease ?,"Wilson disease is a rare disorder that affects approximately 1 in 30,000 individuals.",growth_hormone_receptorQA,Endocrinology,Simple,48,85
302,"What are the genetic changes related to congenital cataracts, facial dysmorphism, and neuropathy ?","A mutation in the CTDP1 gene causes CCFDN. The CTDP1 gene provides instructions for making a protein called carboxy-terminal domain phosphatase 1. This protein helps regulate the process of transcription, which is a key step in using the information carried by genes to direct the production (synthesis) of proteins. All known individuals with CCFDN have the same mutation in both copies of the CTDP1 gene in each cell. This mutation alters the way the gene's instructions are pieced together to produce the carboxy-terminal domain phosphatase 1 protein. The altered instructions introduce a premature stop signal, resulting in an abnormally short, nonfunctional protein that cannot regulate transcription. Defective regulation of the transcription process affects the development and function of many parts of the body. It is not known how nonfunctional carboxy-terminal domain phosphatase 1 protein results in the specific signs and symptoms of CCFDN.",growth_hormone_receptorQA,Endocrinology,Complex,98,953
303,What are the treatments for ankyloblepharon-ectodermal defects-cleft lip/palate syndrome ?,These resources address the diagnosis or management of AEC syndrome: - Gene Review: Gene Review: TP63-Related Disorders - Genetic Testing Registry: Hay-Wells syndrome of ectodermal dysplasia - Genetic Testing Registry: Rapp-Hodgkin ectodermal dysplasia syndrome These resources from MedlinePlus offer information about the diagnosis and management of various health conditions: - Diagnostic Tests - Drug Therapy - Surgery and Rehabilitation - Genetic Counseling - Palliative Care,growth_hormone_receptorQA,Endocrinology,Moderate,90,479
304,What is (are) primary myelofibrosis ?,"Primary myelofibrosis is a condition characterized by the buildup of scar tissue (fibrosis) in the bone marrow, the tissue that produces blood cells. Because of the fibrosis, the bone marrow is unable to make enough normal blood cells. The shortage of blood cells causes many of the signs and symptoms of primary myelofibrosis. Initially, most people with primary myelofibrosis have no signs or symptoms. Eventually, fibrosis can lead to a reduction in the number of red blood cells, white blood cells, and platelets. A shortage of red blood cells (anemia) often causes extreme tiredness (fatigue) or shortness of breath. A loss of white blood cells can lead to an increased number of infections, and a reduction of platelets can cause easy bleeding or bruising. Because blood cell formation (hematopoiesis) in the bone marrow is disrupted, other organs such as the spleen or liver may begin to produce blood cells. This process, called extramedullary hematopoiesis, often leads to an enlarged spleen (splenomegaly) or an enlarged liver (hepatomegaly). People with splenomegaly may feel pain or fullness in the abdomen, especially below the ribs on the left side. Other common signs and symptoms of primary myelofibrosis include fever, night sweats, and bone pain. Primary myelofibrosis is most commonly diagnosed in people aged 50 to 80 but can occur at any age.",growth_hormone_receptorQA,Endocrinology,Very Complex,37,1363
305,What are the treatments for GM3 synthase deficiency ?,"These resources address the diagnosis or management of GM3 synthase deficiency: - American Epilepsy Society: Find a Doctor - Clinic for Special Children (Strasburg, Pennsylvania) - Genetic Testing Registry: Amish infantile epilepsy syndrome These resources from MedlinePlus offer information about the diagnosis and management of various health conditions: - Diagnostic Tests - Drug Therapy - Surgery and Rehabilitation - Genetic Counseling - Palliative Care",growth_hormone_receptorQA,Endocrinology,Moderate,53,458
306,What are the treatments for Rubinstein-Taybi syndrome ?,These resources address the diagnosis or management of Rubinstein-Taybi syndrome: - Gene Review: Gene Review: Rubinstein-Taybi Syndrome - Genetic Testing Registry: Rubinstein-Taybi syndrome - MedlinePlus Encyclopedia: Rubinstein-Taybi syndrome These resources from MedlinePlus offer information about the diagnosis and management of various health conditions: - Diagnostic Tests - Drug Therapy - Surgery and Rehabilitation - Genetic Counseling - Palliative Care,growth_hormone_receptorQA,Endocrinology,Moderate,55,461
307,What are the genetic changes related to RAPADILINO syndrome ?,"Mutations in the RECQL4 gene cause RAPADILINO syndrome. This gene provides instructions for making one member of a protein family called RecQ helicases. Helicases are enzymes that bind to DNA and temporarily unwind the two spiral strands (double helix) of the DNA molecule. This unwinding is necessary for copying (replicating) DNA in preparation for cell division and for repairing damaged DNA. The RECQL4 protein helps stabilize genetic information in the body's cells and plays a role in replicating and repairing DNA. The most common RECQL4 gene mutation involved in RAPADILINO syndrome causes the RECQL4 protein to be pieced together incorrectly. This genetic change results in the production of a protein that is missing a region called exon 7 and is unable to act as a helicase. The loss of helicase function may prevent normal DNA replication and repair, causing widespread damage to a person's genetic information over time. These changes may result in the accumulation of DNA errors and cell death, although it is unclear exactly how RECQL4 gene mutations lead to the specific features of RAPADILINO syndrome.",growth_hormone_receptorQA,Endocrinology,Very Complex,61,1119
308,What are the treatments for isolated Duane retraction syndrome ?,These resources address the diagnosis or management of isolated Duane retraction syndrome: - Gene Review: Gene Review: Duane Syndrome - Genetic Testing Registry: Duane's syndrome - MedlinePlus Encyclopedia: Extraocular Muscle Function Testing These resources from MedlinePlus offer information about the diagnosis and management of various health conditions: - Diagnostic Tests - Drug Therapy - Surgery and Rehabilitation - Genetic Counseling - Palliative Care,growth_hormone_receptorQA,Endocrinology,Moderate,64,460
309,How many people are affected by Nager syndrome ?,"Nager syndrome is a rare condition, although its prevalence is unknown. More than 75 cases have been reported in the medical literature.",growth_hormone_receptorQA,Endocrinology,Simple,48,136
310,Is pulmonary veno-occlusive disease inherited ?,"When caused by mutations in the EIF2AK4 gene, PVOD is inherited in an autosomal recessive pattern, which means both copies of the gene in each cell have mutations. The parents of an individual with an autosomal recessive condition each carry one copy of the mutated gene, but they typically do not show signs and symptoms of the condition. In contrast, when caused by mutations in another gene, the condition can have an autosomal dominant pattern of inheritance, which means one copy of the altered gene in each cell is sufficient to cause the disorder. In these cases, one parent of an affected individual typically has increased blood pressure in the vessels of the lungs.",growth_hormone_receptorQA,Endocrinology,Complex,47,675
311,What is (are) long-chain 3-hydroxyacyl-CoA dehydrogenase deficiency ?,"Long-chain 3-hydroxyacyl-CoA dehydrogenase (LCHAD) deficiency is a rare condition that prevents the body from converting certain fats to energy, particularly during periods without food (fasting). Signs and symptoms of LCHAD deficiency typically appear during infancy or early childhood and can include feeding difficulties, lack of energy (lethargy), low blood sugar (hypoglycemia), weak muscle tone (hypotonia), liver problems, and abnormalities in the light-sensitive tissue at the back of the eye (retina). Later in childhood, people with this condition may experience muscle pain, breakdown of muscle tissue, and a loss of sensation in their arms and legs (peripheral neuropathy). Individuals with LCHAD deficiency are also at risk for serious heart problems, breathing difficulties, coma, and sudden death. Problems related to LCHAD deficiency can be triggered by periods of fasting or by illnesses such as viral infections. This disorder is sometimes mistaken for Reye syndrome, a severe disorder that may develop in children while they appear to be recovering from viral infections such as chicken pox or flu. Most cases of Reye syndrome are associated with the use of aspirin during these viral infections.",growth_hormone_receptorQA,Endocrinology,Very Complex,69,1215
312,How many people are affected by Lennox-Gastaut syndrome ?,"Lennox-Gastaut syndrome affects an estimated 1 in 50,000 to 1 in 100,000 children. This condition accounts for about 4 percent of all cases of childhood epilepsy. For unknown reasons, it appears to be more common in males than in females.",growth_hormone_receptorQA,Endocrinology,Moderate,57,238
313,What are the genetic changes related to Bietti crystalline dystrophy ?,"Bietti crystalline dystrophy is caused by mutations in the CYP4V2 gene. This gene provides instructions for making a member of the cytochrome P450 family of enzymes. These enzymes are involved in the formation and breakdown of various molecules and chemicals within cells. The CYP4V2 enzyme is involved in a multi-step process called fatty acid oxidation in which lipids are broken down and converted into energy, but the enzyme's specific function is not well understood. CYP4V2 gene mutations that cause Bietti crystalline dystrophy impair or eliminate the function of this enzyme and are believed to affect lipid breakdown. However, it is unknown how they lead to the specific signs and symptoms of Bietti crystalline dystrophy. For unknown reasons, the severity of the signs and symptoms differs significantly among individuals with the same CYP4V2 gene mutation.",growth_hormone_receptorQA,Endocrinology,Complex,70,867
314,What are the genetic changes related to deafness and myopia syndrome ?,"Deafness and myopia syndrome is caused by mutations in the SLITRK6 gene. The protein produced from this gene is found primarily in the inner ear and the eye. This protein promotes growth and survival of nerve cells (neurons) in the inner ear that transmit auditory signals. It also controls (regulates) the growth of the eye after birth. In particular, the SLITRK6 protein influences the length of the eyeball (axial length), which affects whether a person will be nearsighted or farsighted, or will have normal vision. The SLITRK6 protein spans the cell membrane, where it is anchored in the proper position to perform its function. SLITRK6 gene mutations that cause deafness and myopia syndrome result in an abnormally short SLITRK6 protein that is not anchored properly to the cell membrane. As a result, the protein is unable to function normally. Impaired SLITRK6 protein function leads to abnormal nerve development in the inner ear and improperly controlled eyeball growth, resulting in the hearing loss and nearsightedness that occur in deafness and myopia syndrome.",growth_hormone_receptorQA,Endocrinology,Very Complex,70,1074
315,What is (are) hereditary multiple osteochondromas ?,"Hereditary multiple osteochondromas is a condition in which people develop multiple benign (noncancerous) bone tumors called osteochondromas. The number of osteochondromas and the bones on which they are located vary greatly among affected individuals. The osteochondromas are not present at birth, but approximately 96 percent of affected people develop multiple osteochondromas by the time they are 12 years old. Osteochondromas typically form at the end of long bones and on flat bones such as the hip and shoulder blade. Once people with hereditary multiple osteochondromas reach adult height and their bones stop growing, the development of new osteochondromas also usually stops. Multiple osteochondromas can disrupt bone growth and can cause growth disturbances of the arms, hands, and legs, leading to short stature. Often these problems with bone growth do not affect the right and left limb equally, resulting in uneven limb lengths (limb length discrepancy). Bowing of the forearm or ankle and abnormal development of the hip joints (hip dysplasia) caused by osteochondromas can lead to difficulty walking and general discomfort. Multiple osteochondromas may also result in pain, limited range of joint movement, and pressure on nerves, blood vessels, the spinal cord, and tissues surrounding the osteochondromas. Osteochondromas are typically benign; however, in some instances these tumors become malignant (cancerous). Researchers estimate that people with hereditary multiple osteochondromas have a 1 in 20 to 1 in 200 lifetime risk of developing cancerous osteochondromas (called sarcomas).",growth_hormone_receptorQA,Endocrinology,Very Complex,51,1606
316,What are the treatments for adenosine deaminase deficiency ?,These resources address the diagnosis or management of ADA deficiency: - American Society of Gene and Cell Therapy: Gene Therapy for Genetic Disorders - Baby's First Test: Severe Combined Immunodeficiency - Gene Review: Gene Review: Adenosine Deaminase Deficiency - Genetic Testing Registry: Severe combined immunodeficiency due to ADA deficiency - National Marrow Donor Program: SCID and Transplant These resources from MedlinePlus offer information about the diagnosis and management of various health conditions: - Diagnostic Tests - Drug Therapy - Surgery and Rehabilitation - Genetic Counseling - Palliative Care,growth_hormone_receptorQA,Endocrinology,Complex,60,617
317,Is 3-hydroxy-3-methylglutaryl-CoA lyase deficiency inherited ?,"This condition is inherited in an autosomal recessive pattern, which means both copies of the gene in each cell have mutations. The parents of an individual with an autosomal recessive condition each carry one copy of the mutated gene, but they typically do not show signs and symptoms of the condition.",growth_hormone_receptorQA,Endocrinology,Moderate,62,303
318,What is (are) Meige disease ?,"Meige disease is a condition that affects the normal function of the lymphatic system. The lymphatic system consists of a network of vessels that transport lymphatic fluid and immune cells throughout the body. Meige disease is characterized by the abnormal transport of lymphatic fluid. When this fluid builds up abnormally, it causes swelling (lymphedema) in the lower limbs. Meige disease is classified as a primary lymphedema, which means it is a form of lymphedema that is not caused by other health conditions. In Meige disease, the lymphatic system abnormalities are present from birth (congenital), although the swelling is not usually apparent until puberty. The swelling often begins in the feet and ankles and progresses up the legs to the knees. Some affected individuals develop non-contagious skin infections called cellulitis or erysipelas in the legs, which can further damage the vessels that carry lymphatic fluid.",growth_hormone_receptorQA,Endocrinology,Complex,29,931
319,What are the treatments for Andermann syndrome ?,These resources address the diagnosis or management of Andermann syndrome: - Gene Review: Gene Review: Hereditary Motor and Sensory Neuropathy with Agenesis of the Corpus Callosum - Genetic Testing Registry: Andermann syndrome These resources from MedlinePlus offer information about the diagnosis and management of various health conditions: - Diagnostic Tests - Drug Therapy - Surgery and Rehabilitation - Genetic Counseling - Palliative Care,growth_hormone_receptorQA,Endocrinology,Moderate,48,444
320,What is (are) osteogenesis imperfecta ?,"Osteogenesis imperfecta (OI) is a group of genetic disorders that mainly affect the bones. The term ""osteogenesis imperfecta"" means imperfect bone formation. People with this condition have bones that break easily, often from mild trauma or with no apparent cause. Multiple fractures are common, and in severe cases, can occur even before birth. Milder cases may involve only a few fractures over a person's lifetime. There are at least eight recognized forms of osteogenesis imperfecta, designated type I through type VIII. The types can be distinguished by their signs and symptoms, although their characteristic features overlap. Type I is the mildest form of osteogenesis imperfecta and type II is the most severe; other types of this condition have signs and symptoms that fall somewhere between these two extremes. Increasingly, genetic factors are used to define the different forms of osteogenesis imperfecta. The milder forms of osteogenesis imperfecta, including type I, are characterized by bone fractures during childhood and adolescence that often result from minor trauma. Fractures occur less frequently in adulthood. People with mild forms of the condition typically have a blue or grey tint to the part of the eye that is usually white (the sclera), and may develop hearing loss in adulthood. Affected individuals are usually of normal or near normal height. Other types of osteogenesis imperfecta are more severe, causing frequent bone fractures that may begin before birth and result from little or no trauma. Additional features of these conditions can include blue sclerae, short stature, hearing loss, respiratory problems, and a disorder of tooth development called dentinogenesis imperfecta. The most severe forms of osteogenesis imperfecta, particularly type II, can include an abnormally small, fragile rib cage and underdeveloped lungs. Infants with these abnormalities have life-threatening problems with breathing and often die shortly after birth.",growth_hormone_receptorQA,Endocrinology,Very Complex,39,1977
321,Is REN-related kidney disease inherited ?,"This condition is inherited in an autosomal dominant pattern, which means one copy of the altered gene in each cell is sufficient to cause the disorder.",growth_hormone_receptorQA,Endocrinology,Simple,41,152
322,What are the treatments for Kallmann syndrome ?,These resources address the diagnosis or management of Kallmann syndrome: - Gene Review: Gene Review: Isolated Gonadotropin-Releasing Hormone (GnRH) Deficiency - Genetic Testing Registry: Hypogonadism with anosmia - Genetic Testing Registry: Kallmann syndrome 1 - Genetic Testing Registry: Kallmann syndrome 2 - Genetic Testing Registry: Kallmann syndrome 3 - Genetic Testing Registry: Kallmann syndrome 4 - MedlinePlus Encyclopedia: Hypogonadotropic Hypogonadism - MedlinePlus Encyclopedia: Smell - Impaired These resources from MedlinePlus offer information about the diagnosis and management of various health conditions: - Diagnostic Tests - Drug Therapy - Surgery and Rehabilitation - Genetic Counseling - Palliative Care,growth_hormone_receptorQA,Endocrinology,Complex,47,726
323,How many people are affected by primary sclerosing cholangitis ?,"An estimated 1 in 10,000 people have primary sclerosing cholangitis, and the condition is diagnosed in approximately 1 in 100,000 people per year worldwide.",growth_hormone_receptorQA,Endocrinology,Simple,64,156
324,What are the genetic changes related to ornithine transcarbamylase deficiency ?,"Mutations in the OTC gene cause ornithine transcarbamylase deficiency. Ornithine transcarbamylase deficiency belongs to a class of genetic diseases called urea cycle disorders. The urea cycle is a sequence of reactions that occurs in liver cells. It processes excess nitrogen, generated when protein is used by the body, to make a compound called urea that is excreted by the kidneys. In ornithine transcarbamylase deficiency, the enzyme that starts a specific reaction within the urea cycle is damaged or missing. The urea cycle cannot proceed normally, and nitrogen accumulates in the bloodstream in the form of ammonia. Ammonia is especially damaging to the nervous system, so ornithine transcarbamylase deficiency causes neurological problems as well as eventual damage to the liver.",growth_hormone_receptorQA,Endocrinology,Complex,79,787
325,What is (are) argininosuccinic aciduria ?,"Argininosuccinic aciduria is an inherited disorder that causes ammonia to accumulate in the blood. Ammonia, which is formed when proteins are broken down in the body, is toxic if the levels become too high. The nervous system is especially sensitive to the effects of excess ammonia. Argininosuccinic aciduria usually becomes evident in the first few days of life. An infant with argininosuccinic aciduria may be lacking in energy (lethargic) or unwilling to eat, and have poorly controlled breathing rate or body temperature. Some babies with this disorder experience seizures or unusual body movements, or go into a coma. Complications from argininosuccinic aciduria may include developmental delay and intellectual disability. Progressive liver damage, skin lesions, and brittle hair may also be seen. Occasionally, an individual may inherit a mild form of the disorder in which ammonia accumulates in the bloodstream only during periods of illness or other stress.",growth_hormone_receptorQA,Endocrinology,Complex,41,968
326,What are the genetic changes related to CHMP2B-related frontotemporal dementia ?,"CHMP2B-related frontotemporal dementia results from mutations in the CHMP2B gene. This gene provides instructions for making a protein called charged multivesicular body protein 2B. This protein is active in the brain, where it plays an essential role in transporting proteins that need to be broken down (degraded). Mutations in the CHMP2B gene lead to the production of an abnormal version of charged multivesicular body protein 2B. Most of the mutations that cause CHMP2B-related frontotemporal dementia result in the production of an abnormal protein that is missing a critical segment at one end. This segment keeps the protein turned off (inactive) when it is not needed. Without this segment, the protein is constantly turned on (active), which disrupts the transport and degradation of other proteins. These abnormalities ultimately lead to the death of nerve cells (neurons) in the brain. A gradual loss of neurons throughout the brain is characteristic of CHMP2B-related frontotemporal dementia. Many of the features of this disease result from neuronal death in regions near the front of the brain called the frontal and temporal lobes. The frontal lobes are involved in reasoning, planning, judgment, and problem-solving, while the temporal lobes help process hearing, speech, memory, and emotion. It is unclear why the signs and symptoms of this disease are related primarily to the frontal and temporal lobes.",growth_hormone_receptorQA,Endocrinology,Very Complex,80,1423
327,How many people are affected by familial pityriasis rubra pilaris ?,"Familial pityriasis rubra pilaris is a rare condition. Its incidence is unknown, although the familial form appears to be the least common type of pityriasis rubra pilaris.",growth_hormone_receptorQA,Endocrinology,Simple,67,172
328,How many people are affected by myosin storage myopathy ?,Myosin storage myopathy is a rare condition. Its prevalence is unknown.,growth_hormone_receptorQA,Endocrinology,Simple,57,71
329,What are the genetic changes related to L1 syndrome ?,"L1 syndrome is caused by mutations in the L1CAM gene. The L1CAM gene provides instructions for producing the L1 protein, which is found throughout the nervous system on the surface of nerve cells (neurons). The L1 protein plays a role in the development and organization of neurons, the formation of the protective sheath (myelin) that surrounds certain neurons, and the formation of junctions between nerve cells (synapses), where cell-to-cell communication occurs. Mutations in the L1 protein can interfere with these developmental processes. Research suggests that a disruption in the development and function of neurons causes the signs and symptoms of L1 syndrome.",growth_hormone_receptorQA,Endocrinology,Complex,53,669
